"","IGSN","dosimeter","irradiation","p-value"
"/home/pvermees/Documents/cherrypicking/geochron.org/17191.xlsx","IE0KL000I","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17192.xlsx","IE0KL000I","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17193.xlsx","IE0KL000J","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17194.xlsx","IE0KL000K","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17195.xlsx","IE0KL000L","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17196.xlsx","IE0KL000L","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17197.xlsx","IE0KL000M","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17198.xlsx","IE0KL000M","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17199.xlsx","IERMT0031","IRMM-540R",NA,"0.307"
"/home/pvermees/Documents/cherrypicking/geochron.org/17200.xlsx","IERMT0029","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17201.xlsx","IERMT0027","IRMM-540R",NA,"0.42199999999999999"
"/home/pvermees/Documents/cherrypicking/geochron.org/17202.xlsx","IERMT0026","IRMM-540R",NA,"0.26900000000000002"
"/home/pvermees/Documents/cherrypicking/geochron.org/17203.xlsx","IERMT0023","IRMM-540R",NA,"89.616"
"/home/pvermees/Documents/cherrypicking/geochron.org/17204.xlsx","IERMT0022","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17205.xlsx","IERMT0021","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17206.xlsx","IERMT0020","IRMM-540R",NA,"1.3740000000000001"
"/home/pvermees/Documents/cherrypicking/geochron.org/17207.xlsx","IERMT0018","IRMM-540R",NA,"0.125"
"/home/pvermees/Documents/cherrypicking/geochron.org/17208.xlsx","IERMT0017","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17209.xlsx","IERMT0015","IRMM-540R",NA,"0.32800000000000001"
"/home/pvermees/Documents/cherrypicking/geochron.org/17210.xlsx","IERMT0016","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17211.xlsx","IERMT0014","IRMM-540R",NA,"2.681"
"/home/pvermees/Documents/cherrypicking/geochron.org/17212.xlsx","IERMT0013","IRMM-540R",NA,"17.59"
"/home/pvermees/Documents/cherrypicking/geochron.org/17213.xlsx","IERMT0012","IRMM-540R",NA,"75.932000000000002"
"/home/pvermees/Documents/cherrypicking/geochron.org/17214.xlsx","IERMT0011","IRMM-540R",NA,"29.98"
"/home/pvermees/Documents/cherrypicking/geochron.org/17215.xlsx","IERMT0010","IRMM-540R",NA,"28.387"
"/home/pvermees/Documents/cherrypicking/geochron.org/17216.xlsx","IERMT0009","IRMM-540R",NA,"9.7000000000000003E-2"
"/home/pvermees/Documents/cherrypicking/geochron.org/17217.xlsx","IERMT0008","IRMM-540R",NA,"19.562999999999999"
"/home/pvermees/Documents/cherrypicking/geochron.org/17218.xlsx","IERMT0007","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17219.xlsx","IERMT0006","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17220.xlsx","IERMT0005","IRMM-540R",NA,"0.316"
"/home/pvermees/Documents/cherrypicking/geochron.org/17221.xlsx","IERMT0003","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17222.xlsx","IERMT0002","IRMM-540R",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/17223.xlsx","IERMT0001","IRMM-540R",NA,"66.808999999999997"
"/home/pvermees/Documents/cherrypicking/geochron.org/17224.xlsx","IE0KL000N","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17225.xlsx","IE0KL000O","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17226.xlsx","IE0KL000O","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17227.xlsx","IE0KL000P","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17228.xlsx","IE0KL000P","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17229.xlsx","IE0KL000Q","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17230.xlsx","IE0KL000R","IRMM540R","UC03A",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17231.xlsx","IE0KL000R","IRMM541","UC02",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/17704.xlsx","IEMIL000M","CN5","19IR1-C3","28.01"
"/home/pvermees/Documents/cherrypicking/geochron.org/17705.xlsx","IEMIL000L","CN5","19IR1-C3","17.14"
"/home/pvermees/Documents/cherrypicking/geochron.org/17706.xlsx","IEMIL000F","CN5","19IR1-C3","67.37"
"/home/pvermees/Documents/cherrypicking/geochron.org/20549.xlsx","IEGMR0010","CN5",NA,"87"
"/home/pvermees/Documents/cherrypicking/geochron.org/20550.xlsx","IEGMR0011","CN5",NA,"90"
"/home/pvermees/Documents/cherrypicking/geochron.org/20551.xlsx","IEGMR0012","CN5",NA,"95"
"/home/pvermees/Documents/cherrypicking/geochron.org/20552.xlsx","IEGMR000A","CN5",NA,"92"
"/home/pvermees/Documents/cherrypicking/geochron.org/20553.xlsx","IEGMR000Y","CN5",NA,"99"
"/home/pvermees/Documents/cherrypicking/geochron.org/20554.xlsx","IEGMR000Z","CN5",NA,"98"
"/home/pvermees/Documents/cherrypicking/geochron.org/20555.xlsx","IEGMR000O","CN5",NA,"83"
"/home/pvermees/Documents/cherrypicking/geochron.org/20556.xlsx","IEGMR000T","CN5",NA,"78"
"/home/pvermees/Documents/cherrypicking/geochron.org/20557.xlsx","IEGMR000U","CN5",NA,"98"
"/home/pvermees/Documents/cherrypicking/geochron.org/20558.xlsx","IEGMR000V","CN5",NA,"99"
"/home/pvermees/Documents/cherrypicking/geochron.org/20559.xlsx","IEGMR000W","CN5",NA,"98"
"/home/pvermees/Documents/cherrypicking/geochron.org/20560.xlsx","IEGMR000X","CN5",NA,"93"
"/home/pvermees/Documents/cherrypicking/geochron.org/20561.xlsx","IEGMR000L","CN5",NA,"11"
"/home/pvermees/Documents/cherrypicking/geochron.org/20562.xlsx","IEGMR000M","CN5",NA,"0"
"/home/pvermees/Documents/cherrypicking/geochron.org/20563.xlsx","IEGMR000F","CN5",NA,"14"
"/home/pvermees/Documents/cherrypicking/geochron.org/20564.xlsx","IEGMR0018","CN5",NA,"56"
"/home/pvermees/Documents/cherrypicking/geochron.org/20565.xlsx","IEGMR0019","CN5",NA,"87"
"/home/pvermees/Documents/cherrypicking/geochron.org/20566.xlsx","IEGMR001A","CN5",NA,"87"
"/home/pvermees/Documents/cherrypicking/geochron.org/20567.xlsx","IEGMR001B","CN5",NA,"91"
"/home/pvermees/Documents/cherrypicking/geochron.org/20889.xlsx","IE2320008","IRMM540R","5-2016","15"
"/home/pvermees/Documents/cherrypicking/geochron.org/20890.xlsx","IE2320002","IRMM 541","1-2016","3.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/20891.xlsx","IE2320003","IRMM 541","1-2016","2.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/20892.xlsx","IE2320004","IRMM 541","1-2016","9.5"
"/home/pvermees/Documents/cherrypicking/geochron.org/20893.xlsx","IE2320005","IRMM 541","1-2016","17.5"
"/home/pvermees/Documents/cherrypicking/geochron.org/20894.xlsx","IE2320006","IRMM 541","1-2016","22.6"
"/home/pvermees/Documents/cherrypicking/geochron.org/20895.xlsx","IE2320007","IRMM 541","1-2016","0.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/20896.xlsx","IE2320009","IRMM 541","1-2016","9.5"
"/home/pvermees/Documents/cherrypicking/geochron.org/20901.xlsx","IE232000A","IRMM 541","1-2016","98.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/20912.xlsx","IE232000G","IRMM 541","1-2016","10.6"
"/home/pvermees/Documents/cherrypicking/geochron.org/20913.xlsx","IE232000B","IRMM 541","1-2016","80.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/20914.xlsx","IE232000C","IRMM 541","1-2016","72.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/20915.xlsx","IE232000D","IRMM 541","1-2016","41.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/20916.xlsx","IE232000E","IRMM 541","1-2016","50.7"
"/home/pvermees/Documents/cherrypicking/geochron.org/20917.xlsx","IE232000F","IRMM 541","1-2016","81.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/20920.xlsx","IE232000H","IRMM 541","1-2016","60.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/20922.xlsx","IE232000I","IRMM 541","1-2016","52.1"
"/home/pvermees/Documents/cherrypicking/geochron.org/20931.xlsx","IE232000J","IRMM540R","5-2016","89.6"
"/home/pvermees/Documents/cherrypicking/geochron.org/20933.xlsx","IE232000K","IRMM540R","5-2016","95.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/20937.xlsx","IE232000L","IRMM540R","5-2016","98.2"
"/home/pvermees/Documents/cherrypicking/geochron.org/20938.xlsx","IE232000M","IRMM540R","5-2016","79.8"
"/home/pvermees/Documents/cherrypicking/geochron.org/20939.xlsx","IE232000N","IRMM540R","5-2016","87.3"
"/home/pvermees/Documents/cherrypicking/geochron.org/20940.xlsx","IE232000O","IRMM540R","5-2016","2"
"/home/pvermees/Documents/cherrypicking/geochron.org/20941.xlsx","IE232000P","IRMM540R","5-2016","40.2"
"/home/pvermees/Documents/cherrypicking/geochron.org/20942.xlsx","IE232000Q","IRMM540R","5-2016","29.9"
"/home/pvermees/Documents/cherrypicking/geochron.org/20948.xlsx","IE2320001","IRMM 541","1-2016","0"
"/home/pvermees/Documents/cherrypicking/geochron.org/20996.xlsx","IEASG0001","CN2","UA-Z11","24.16"
"/home/pvermees/Documents/cherrypicking/geochron.org/21086.xlsx","IEASG0002","CN2","UA-Z11","22.15"
"/home/pvermees/Documents/cherrypicking/geochron.org/21087.xlsx","IEASG0004","CN2","UA-Z11","0.00"
"/home/pvermees/Documents/cherrypicking/geochron.org/21088.xlsx","IEASG0005","CN2","UA-Z11","0.00"
"/home/pvermees/Documents/cherrypicking/geochron.org/21089.xlsx","IEASG0006","CN2","UA-Z11","0.00"
"/home/pvermees/Documents/cherrypicking/geochron.org/21090.xlsx","IEASG0007","CN2","UA-Z11","0.00"
"/home/pvermees/Documents/cherrypicking/geochron.org/21091.xlsx","IEASG0008","CN2","UA-Z11","0.00"
"/home/pvermees/Documents/cherrypicking/geochron.org/21092.xlsx","IEASG0009","CN2","UA-Z11","0.81"
"/home/pvermees/Documents/cherrypicking/geochron.org/21093.xlsx","IEASG000A","CN2","UA-Z11","3.4"
"/home/pvermees/Documents/cherrypicking/geochron.org/21094.xlsx","IEASG000B","CN2","UA-Z11","0.08"
"/home/pvermees/Documents/cherrypicking/geochron.org/21095.xlsx","IEASG000C","CN2","UA-Z11","0.00"
"/home/pvermees/Documents/cherrypicking/geochron.org/21096.xlsx","IEASG000D","CN2","UA-Z11","88.57"
"/home/pvermees/Documents/cherrypicking/geochron.org/21097.xlsx","IEASG000E","CN2","UA-Z11","0.00"
"/home/pvermees/Documents/cherrypicking/geochron.org/21098.xlsx","IEASG000F","CN2","UA-Z1","58.88"
"/home/pvermees/Documents/cherrypicking/geochron.org/21204.xlsx","IELCD001Q","CN1","USP28",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21205.xlsx","IELCD001R","CN1","USP28",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21206.xlsx","IELCD001S","CN1","USP28",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21207.xlsx","IELCD001U","CN1","USP27",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21208.xlsx","IELCD001V","CN1","USP27",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21215.xlsx","IELCD001W","CN1","USP27",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21216.xlsx","IELCD001X","CN1","USP27",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21230.xlsx","IELCD001Y","CN1","USP27",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21465.xlsx","10.58052/IECJH0005","CN5","UA20-1","7.9363322143475346"
"/home/pvermees/Documents/cherrypicking/geochron.org/21505.xlsx","10.58052/IELCD002E","CN1","USP32",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21506.xlsx","10.58052/IELCD001Z","CN1","USP36",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21507.xlsx","10.58052/IELCD0026","CN1","USP36",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21508.xlsx","10.58052/IELCD0028","CN1","USP36",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21509.xlsx","10.58052/IELCD002D","CN1","USP36",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21635.xlsx","10.58052/IEPAK0004",NA,"UA-20-04","86.427007051226809"
"/home/pvermees/Documents/cherrypicking/geochron.org/21636.xlsx","10.58052/IEPAK0007",NA,"UA-20-04","57.177723278974078"
"/home/pvermees/Documents/cherrypicking/geochron.org/21637.xlsx","10.58052/IEPAK0008",NA,"UA-20-04","99.999998653068573"
"/home/pvermees/Documents/cherrypicking/geochron.org/21638.xlsx","10.58052/IEPAK0008",NA,"UA-20-04","99.289174495544756"
"/home/pvermees/Documents/cherrypicking/geochron.org/21658.xlsx","10.58052/IEATB0002","cn5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21659.xlsx","10.58052/IEATB0003","cn5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21660.xlsx","10.58052/IEATB0004","cn5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21661.xlsx","10.58052/IEATB0005","cn5",NA,NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21849.xlsx","10.58052/IELCD002H","CN1","USP27",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21850.xlsx","10.58052/IELCD002I","CN1","USP36",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21851.xlsx","10.58052/IELCD002J","CN1","USP36",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21852.xlsx","10.58052/IELCD002K","CN1","USP36",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21854.xlsx","10.58052/IELCD002G","CN1","USP36",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/21914.xlsx","10.58052/IELCD002G","CN1","USP32",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9408.xlsx","EVA000007","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9417.xlsx","EVA000009","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9418.xlsx","EVA00000A","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9419.xlsx","EVA00000B","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9420.xlsx","EVA000001","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9421.xlsx","EVA000002","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9424.xlsx","EVA000004","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9425.xlsx","EVA000006","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9426.xlsx","EVA000003","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9427.xlsx","EVA000008","CN5","U39Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9429.xlsx","EVA00000S","CN5","U45Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9430.xlsx","EVA00000T","CN5","U45Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9431.xlsx","EVA00000O","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9432.xlsx","EVA00000R","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9433.xlsx","EVA00000Q","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9434.xlsx","EVA00000P","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9435.xlsx","EVA00000N","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9436.xlsx","EVA00000L","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9437.xlsx","EVA00000M","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9438.xlsx","EVA00000I","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9439.xlsx","EVA00000K","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9440.xlsx","EVA00000J","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9441.xlsx","EVA00000D","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9442.xlsx","EVA00000C","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9443.xlsx","EVA00000E","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9444.xlsx","EVA00000G","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9445.xlsx","EVA00000F","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9446.xlsx","EVA00000H","CN5","U41Z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9515.xlsx","EVA00000U","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9516.xlsx","EVA00000V","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9517.xlsx","EVA00000W","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9518.xlsx","EVA00000X","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9519.xlsx","EVA00000Y","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9520.xlsx","EVA00000Z","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9521.xlsx","EVA000010","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9522.xlsx","EVA000011","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9523.xlsx","EVA000012","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9524.xlsx","EVA000013","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9525.xlsx","EVA000014","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9526.xlsx","EVA000015","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9527.xlsx","EVA000016","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9528.xlsx","EVA000017","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9529.xlsx","EVA000018","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9530.xlsx","EVA000019","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9531.xlsx","EVA00001A","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9532.xlsx","EVA00001B","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9533.xlsx","EVA00001C","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9534.xlsx","EVA00001D","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9535.xlsx","EVA00001E","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9536.xlsx","EVA00001F","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9537.xlsx","EVA00001G","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9538.xlsx","EVA00001H","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9539.xlsx","EVA00001I","IRMM541","TU7z",NA
"/home/pvermees/Documents/cherrypicking/geochron.org/9540.xlsx","EVA00001J","IRMM541","TU7z",NA
