name,U238/Pb206,s[U238/Pb206],Pb207/Pb206,s[Pb207/Pb206],rho
DLNR_101,2.7943807630281627,0.027426317550902295,0.11959193187119987,0.0011663348211237,0.2972751474245914
DLNR_102,1.9130298556188698,0.021529932999787792,0.18342330839062876,0.0013337627949158723,0.5999564585766819
DLNR_103,7.233001011494956,0.09224312070627654,0.06699786979664318,0.0017205508317270374,0.4773004346296042
DLNR_104,4.985881817564196,0.0664587375086884,0.07953744545906272,0.0019408326506031384,0.07507541873978124
DLNR_105,5.063591247312596,0.0741770181350635,0.08184943223185154,0.0019827563421566698,0.07849620087772465
DLNR_106,10.90386529124952,0.11706578540357265,0.06554589097953137,0.0009345909694333103,0.39098784533023195
DLNR_107,5.160105623614472,0.05591483938081693,0.07823504874260406,0.0020193468447624635,0.23290310785281046
DLNR_108,10.83385596457427,0.13766037982441945,0.05980433903383401,0.0008906422806202064,0.2068146658563801
DLNR_109,4.906189318127561,0.07618979212312366,0.09760995821812167,0.0049498173842996455,-0.399939893595428
DLNR_110,5.400908470369103,0.07807487134351725,0.07951398298350058,0.002726399086611468,0.48219387421791615
DLNR_111,3.3810355824449516,0.03532663786082371,0.10120453677022112,0.0007315836502009694,0.14181203840377332
DLNR_112,4.275753502257888,0.0457394953825198,0.08485250488087928,0.0010540164746452977,0.2740216302759501
DLNR_113,4.952606229312894,0.06744646539711517,0.0774763835171027,0.0010489289493785692,0.44791628207724066
DLNR_114,5.051514487053974,0.08329766158397554,0.07634759755177276,0.0015098606941232047,0.3844192004367506
DLNR_115,11.675024792444251,0.15901091960240302,0.05854484719282209,0.0019115525887724314,0.2382646518504568
DLNR_116,5.161167958950267,0.05975644692038877,0.07628192899250621,0.0008573193727514526,0.15832112221451405
DLNR_117,8.644468784556075,0.12493083724548228,0.05697870515031149,0.0022498386573365373,0.29139215928373047
DLNR_118,7.681221844777062,0.07649252823333762,0.07387067806823325,0.0008037535072911795,0.2135341315860557
DLNR_119,5.645513542512791,0.049618755549166255,0.07687889828637942,0.001354662693402805,0.31034570108185255
DLNR_120,2.1135433803020685,0.023211147118426877,0.15708049623282666,0.0009429494860456087,0.4622588007698738
DLNR_121,8.44722724259235,0.09462498056458506,0.06521576629209437,0.0011131636292884416,0.12953061279617353
DLNR_122,4.036759838184334,0.05027545597264534,0.08873167502037638,0.0009894371199964734,0.3732564763003295
DLNR_123,4.9749216671246,0.04840512048935515,0.07870081769461762,0.0007971440451277797,0.4936360808027996
